O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
51-5111.00,Prepress Technicians and Workers,Prepress Stripper,N
51-5111.00,Prepress Technicians and Workers,Prepress Technician,Y
51-5112.00,Printing Press Operators,1st Pressman,N
51-5112.00,Printing Press Operators,2nd Pressman,N
51-5112.00,Printing Press Operators,Flexographic Press Operator,N
51-5112.00,Printing Press Operators,Offset Pressman,N
51-5112.00,Printing Press Operators,Press Leader,N
51-5112.00,Printing Press Operators,Press Operator,Y
51-5112.00,Printing Press Operators,Pressman,Y
51-5112.00,Printing Press Operators,Printer,Y
51-5112.00,Printing Press Operators,Printing Press Operator,Y
51-5112.00,Printing Press Operators,Printing Pressman,N
51-5113.00,Print Binding and Finishing Workers,Binder Operator,N
51-5113.00,Print Binding and Finishing Workers,Bindery Operator,Y
51-5113.00,Print Binding and Finishing Workers,Bindery Production Manager,N
51-5113.00,Print Binding and Finishing Workers,Bindery Technician,N
51-5113.00,Print Binding and Finishing Workers,Bindery Worker,Y
51-5113.00,Print Binding and Finishing Workers,Book Binder,Y
51-5113.00,Print Binding and Finishing Workers,Custom Bookbinder,N
51-5113.00,Print Binding and Finishing Workers,Machine Operator,Y
51-5113.00,Print Binding and Finishing Workers,Perfect Binder Operator,N
51-5113.00,Print Binding and Finishing Workers,Production Associate,N
51-6011.00,Laundry and Dry-Cleaning Workers,Dry Cleaner,N
51-6011.00,Laundry and Dry-Cleaning Workers,Laundry Aide,Y
51-6011.00,Laundry and Dry-Cleaning Workers,Laundry Assistant,N
51-6011.00,Laundry and Dry-Cleaning Workers,Laundry Attendant,Y
51-6011.00,Laundry and Dry-Cleaning Workers,Laundry Housekeeper,Y
51-6011.00,Laundry and Dry-Cleaning Workers,Laundry Technician,N
51-6011.00,Laundry and Dry-Cleaning Workers,Laundry Worker,Y
51-6011.00,Laundry and Dry-Cleaning Workers,Machine Operator,N
51-6011.00,Laundry and Dry-Cleaning Workers,Personal Clothing Laundry Aide,N
51-6011.00,Laundry and Dry-Cleaning Workers,Spotter,N
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Dry Cleaner Presser,N
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Garment Presser,N
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Pants Presser,Y
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Presser,Y
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Pressing Machine Operator,Y
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Shirt Presser,Y
51-6021.00,"Pressers, Textile, Garment, and Related Materials",Silk Presser,N
51-6031.00,Sewing Machine Operators,Bartacker,N
51-6031.00,Sewing Machine Operators,Computer Stitcher,N
51-6031.00,Sewing Machine Operators,Cord Sewer,N
51-6031.00,Sewing Machine Operators,Line Closer,N
51-6031.00,Sewing Machine Operators,Overcaster,N
51-6031.00,Sewing Machine Operators,Peak Maker,N
51-6031.00,Sewing Machine Operators,Sample Maker,Y
51-6031.00,Sewing Machine Operators,Seamstress,Y
51-6031.00,Sewing Machine Operators,Sewer,Y
51-6031.00,Sewing Machine Operators,Sewing Machine Operator,Y
51-6041.00,Shoe and Leather Workers and Repairers,Boot Maker,Y
51-6041.00,Shoe and Leather Workers and Repairers,Cutter,Y
51-6041.00,Shoe and Leather Workers and Repairers,Lacer,N
51-6041.00,Shoe and Leather Workers and Repairers,Leather Production Worker,N
51-6041.00,Shoe and Leather Workers and Repairers,Leather Worker,N
51-6041.00,Shoe and Leather Workers and Repairers,Saddle and Harness Maker,N
51-6041.00,Shoe and Leather Workers and Repairers,Shoe Cutter,N
51-6041.00,Shoe and Leather Workers and Repairers,Shoe Maker,Y
51-6041.00,Shoe and Leather Workers and Repairers,Shoe Repairer,Y
51-6041.00,Shoe and Leather Workers and Repairers,Shoe Repairman,N
51-6042.00,Shoe Machine Operators and Tenders,Assembler,N
51-6042.00,Shoe Machine Operators and Tenders,Boot and Shoe Repairman,N
51-6042.00,Shoe Machine Operators and Tenders,Boot Maker,Y
51-6042.00,Shoe Machine Operators and Tenders,Cutter,Y
51-6042.00,Shoe Machine Operators and Tenders,Finisher,N
51-6042.00,Shoe Machine Operators and Tenders,Fitter,N
51-6042.00,Shoe Machine Operators and Tenders,Inseamer,N
51-6042.00,Shoe Machine Operators and Tenders,Insole Department Worker,N
51-6042.00,Shoe Machine Operators and Tenders,Side Laster,Y
51-6042.00,Shoe Machine Operators and Tenders,Stitcher,Y
51-6051.00,"Sewers, Hand",Alteration Specialist,N
51-6051.00,"Sewers, Hand",Coutierier,N
51-6051.00,"Sewers, Hand",Custom Clothier,Y
51-6051.00,"Sewers, Hand",Custom Designer,N
51-6051.00,"Sewers, Hand",Custom Seamstress,N
51-6051.00,"Sewers, Hand",Designer,Y
51-6051.00,"Sewers, Hand",Dressmaker,Y
51-6051.00,"Sewers, Hand",Seamstress,Y
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Alterations Expert,N
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Alterations Sewer,Y
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Couture Alterations Dressmaker,N
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Couturiere,N
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Custom Dressmaker,N
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Designer,N
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Dressmaker,Y
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Prototype Technician,N
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Seamstress,Y
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Tailor,Y
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Beck Operator,N
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Drug Room Operator,Y
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Dye Line Operator,N
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Dye Machine Operator,Y
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Dye Operator,Y
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Dyer,N
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Jet Dyeing Machine Operator,N
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Jet Operator,N
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Machine Operator,Y
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Tub Operator,N
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",CNC Cutting Operator (Computer Numerical Control Cutting Operator),N
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Cutter,Y
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Cutter Operator,Y
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Die Cut Operator,N
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Fabric Cutter,N
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Laser Operator,N
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Machine Operator,Y
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Press Operator,N
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Spread Cutter,N
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Spreader,Y
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Knitter,Y
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Knitting Machine Operator,Y
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Loom Fixer,N
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Tufting Machine Operator,Y
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Warp Knit Operator,N
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Weaver,Y
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Winder Operator,N
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Back Winder,N
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Computer Integrated Manufacturing Operator (CIM Operator),N
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Doubler Operator,N
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Drawing Operator,N
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Industrial Twisting Machine Operator,N
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Spinner,Y
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Twister Operator,Y
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Utility Operator Yarn,N
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Winder Operator,Y
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Winder Tender,Y
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Control Room Operator,N
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Extruder Operator,Y
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Extrusion Line Operator,N
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Extrusion Operator,Y
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Hot End Operator,N
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Line Technician,N
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Pelletizer Operator,N
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Process Operator,Y
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Process Technician,N
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Spindraw Operator,Y
51-6092.00,Fabric and Apparel Patternmakers,Automatic Fabric Cutter (Autocutter),Y
51-6092.00,Fabric and Apparel Patternmakers,Computer Aided Design Operator (CAD Operator),N
51-6092.00,Fabric and Apparel Patternmakers,Computer Aided Pattern Designer,N
51-6092.00,Fabric and Apparel Patternmakers,Designer,Y
51-6092.00,Fabric and Apparel Patternmakers,Fabric Cutter,N
51-6092.00,Fabric and Apparel Patternmakers,Marker Maker,N
51-6092.00,Fabric and Apparel Patternmakers,Pattern Designer,N
51-6092.00,Fabric and Apparel Patternmakers,Pattern Maker,Y
51-6092.00,Fabric and Apparel Patternmakers,Production Pattern Maker,Y
51-6092.00,Fabric and Apparel Patternmakers,Sewing Pattern Layout Technician,N
51-6093.00,Upholsterers,Arm Upholsterer,N
51-6093.00,Upholsterers,Back Upholsterer,N
51-6093.00,Upholsterers,Box Spring Upholsterer,Y
51-6093.00,Upholsterers,Dining Chair Trimmer,N
51-6093.00,Upholsterers,Furniture Upholsterer,N
51-6093.00,Upholsterers,Inside Upholsterer,Y
51-6093.00,Upholsterers,Stapler,N
51-6093.00,Upholsterers,Upholstered Goods Crafter,Y
51-6093.00,Upholsterers,Upholsterer,Y
51-6093.00,Upholsterers,Upholstery Trimmer,N
51-7011.00,Cabinetmakers and Bench Carpenters,Cabinet Assembler,Y
51-7011.00,Cabinetmakers and Bench Carpenters,Cabinet Builder,N
51-7011.00,Cabinetmakers and Bench Carpenters,Cabinet Installer,Y
51-7011.00,Cabinetmakers and Bench Carpenters,Cabinetmaker,Y
51-7011.00,Cabinetmakers and Bench Carpenters,Cutter,N
51-7011.00,Cabinetmakers and Bench Carpenters,Double End Tenon Operator,N
51-7011.00,Cabinetmakers and Bench Carpenters,Frame Builder,Y
51-7011.00,Cabinetmakers and Bench Carpenters,Framer,N
51-7011.00,Cabinetmakers and Bench Carpenters,Machine Operator,N
51-7011.00,Cabinetmakers and Bench Carpenters,Woodworker,N
51-7021.00,Furniture Finishers,Finish Repair Worker,N
51-7021.00,Furniture Finishers,Furniture Finisher,Y
51-7021.00,Furniture Finishers,Furniture Repairer,N
51-7021.00,Furniture Finishers,Hand Sander,N
51-7021.00,Furniture Finishers,Lacquer Sprayer,Y
51-7021.00,Furniture Finishers,Sander,N
51-7021.00,Furniture Finishers,Sealer Sander,N
51-7021.00,Furniture Finishers,Sprayer,Y
51-7021.00,Furniture Finishers,Stain Wiper,Y
51-7021.00,Furniture Finishers,Utility Spray Operator,N
51-7031.00,"Model Makers, Wood",Craftsman,Y
51-7031.00,"Model Makers, Wood",Model Builder,N
51-7031.00,"Model Makers, Wood",Model Maker,Y
51-7031.00,"Model Makers, Wood",Product Development Carpenter,N
51-7031.00,"Model Makers, Wood",Sample Builder,N
51-7031.00,"Model Makers, Wood",Sample Maker,Y
51-7031.00,"Model Makers, Wood",Sample Worker,Y
51-7032.00,"Patternmakers, Wood",Apprentice Pattern Maker,Y
51-7032.00,"Patternmakers, Wood",Journeyman Patternmaker,Y
51-7032.00,"Patternmakers, Wood",Mold Maker,N
51-7032.00,"Patternmakers, Wood",Pattern Maker,Y
51-7032.00,"Patternmakers, Wood",Wood Pattern Maker,Y
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Bandmill Operator,N
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Cut Off Saw Operator,N
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Edgerman,N
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Knot Saw Operator,N
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Panel Saw Operator,N
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Planer,N
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Resaw Operator,Y
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Rip Saw Operator,Y
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Saw Operator,Y
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Sawyer,Y
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Boring Machine Operator,N
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Cabinet Maker,Y
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Computer Numerical Control Operator (CNC Operator),Y
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Knot Saw Operator,N
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Lathe Operator,N
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Machine Operator,Y
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Molder Operator,N
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Router Operator,N
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Sander,N
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Sander Operator,Y
51-8011.00,Nuclear Power Reactor Operators,Licensed Reactor Operator,N
51-8011.00,Nuclear Power Reactor Operators,Nuclear Control Operator,Y
51-8011.00,Nuclear Power Reactor Operators,Nuclear Control Room Operator,N
51-8011.00,Nuclear Power Reactor Operators,Nuclear Plant Operator (NPO),N
51-8011.00,Nuclear Power Reactor Operators,Nuclear Power Reactor Operator,N
51-8011.00,Nuclear Power Reactor Operators,Nuclear Reactor Operator,Y
51-8011.00,Nuclear Power Reactor Operators,Nuclear Station Operator (NSO),Y
51-8011.00,Nuclear Power Reactor Operators,Nuclear Supervising Operator (NSO),N
51-8011.00,Nuclear Power Reactor Operators,Nuclear Unit Operator,N
51-8011.00,Nuclear Power Reactor Operators,Reactor Operator (RO),Y
51-8012.00,Power Distributors and Dispatchers,Control Operator,N
51-8012.00,Power Distributors and Dispatchers,Distribution Dispatcher,N
51-8012.00,Power Distributors and Dispatchers,Distribution Operations Supervisor,N
51-8012.00,Power Distributors and Dispatchers,Distribution System Operator,N
51-8012.00,Power Distributors and Dispatchers,Electric System Operator,N
51-8012.00,Power Distributors and Dispatchers,Journeyman Lineman,Y
